SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,9862 Royal Palm,Garden Grove,CA,92841,1298000,3,2.0,Other (OTHR),1479,10554,1954,2,878,,Active,,,https://www.redfin.com/CA/Garden-Grove/9862-Royal-Palm-Blvd-92841/home/3648293,CRMLS,PW26040673,N,Y,33.7941892,-117.9609957
MLS Listing,,Condo/Co-op,10361 Garden Grove Blvd #50,Garden Grove,CA,92843,679000,2,2.0,"Garden Grove S of Chapman, W of Euclid",1154,110229,1990,2,588,426,Active,,,https://www.redfin.com/CA/Garden-Grove/10361-Garden-Grove-Blvd-92843/unit-50/home/5584070,TheMLS,26657021,N,Y,33.7745249,-117.9519128
MLS Listing,,Condo/Co-op,6600 Warner Ave #162,Huntington Beach,CA,92647,450000,1,1.0,Villa Warner (VWAR),785,471456,1969,2,573,549,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Huntington-Beach/6600-Warner-Ave-92647/unit-162/home/5558261,CRMLS,OC26041716,N,Y,33.714264,-118.014104
MLS Listing,,Single Family Residential,24 Water Lily,Trabuco Canyon,CA,92679,2649000,4,4.5,Southern Hills Encore (SOUE),4005,7170,1999,2,661,385,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Trabuco-Canyon/24-Water-Lily-Way-92679/home/5013088,CRMLS,OC26036895,N,Y,33.5726724,-117.5877775
MLS Listing,,Single Family Residential,3407 W Oceanfront,Newport Beach,CA,92663,12750000,3,3.0,West Newport Beach (WSNB),2741,2625,2007,2,4652,,Active,,,https://www.redfin.com/CA/Newport-Beach/3407-W-Oceanfront-92663/home/4576586,CRMLS,NP26042194,N,Y,33.6155248,-117.9347092
MLS Listing,,Single Family Residential,7571 San Rafael,Buena Park,CA,90620,935000,3,2.0,Buena Park Estates 1 (BPE1),1364,6600,1961,2,685,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Buena-Park/7571-San-Rafael-Dr-90620/home/4041020,CRMLS,PW26036732,N,Y,33.852533,-118.024563
MLS Listing,,Single Family Residential,3809 Lariat Pl,Fullerton,CA,92835,1180000,4,2.0,Sunny Hills (SUNH),2136,7350,1977,2,552,,Active,,,https://www.redfin.com/CA/Fullerton/3809-Lariat-Pl-92835/home/4111979,CRMLS,OC26041287,N,Y,33.9150591,-117.930253
MLS Listing,,Condo/Co-op,215 Lonetree,Irvine,CA,92603,1575000,2,2.0,Whispering Glen (WHGL),1643,68270,2003,2,959,344,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Irvine/215-Lonetree-92603/home/5943858,CRMLS,OC26039299,N,Y,33.626681,-117.8286756
MLS Listing,,Single Family Residential,1342 E Chapman,Orange,CA,92866,1299000,3,1.5,OTO - Old Towne Orange,1725,7405,1947,2,753,,Active,,,https://www.redfin.com/CA/Orange/1342-E-Chapman-Ave-92866/home/200676350,CRMLS,PW26041116,N,Y,33.7876039,-117.839118
MLS Listing,,Single Family Residential,1640 Sheffield,La Habra,CA,90631,1175000,4,2.5,Other (OTHR),2302,6696,1964,2,510,,Active,,,https://www.redfin.com/CA/La-Habra/1640-Sheffield-Dr-90631/home/3111918,CRMLS,IV26041807,N,Y,33.9213934,-117.9649156
MLS Listing,,Single Family Residential,8 Rosings,Mission Viejo,CA,92692,1350000,4,2.5,699 - Not Defined,1823,4250,1994,2,741,143,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/8-Rosings-92692/home/5053297,CRMLS,OC26028979,N,Y,33.5923143,-117.6439737
MLS Listing,,Condo/Co-op,75 Corsica Dr,Newport Beach,CA,92660,875000,2,1.5,Newport North Townhomes (NNTH),920,,1986,2,951,495,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Newport-Beach/75-Corsica-Dr-92660/home/5302335,CRMLS,OC26031781,N,Y,33.641449,-117.8643306
MLS Listing,,Single Family Residential,25641 Rapid Falls Rd,Laguna Hills,CA,92653,2798888,5,3.0,Nellie Gail (NG),3438,21216,1985,2,814,200,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Hills/25641-Rapid-Falls-Rd-92653/home/4874623,CRMLS,OC26041945,N,Y,33.5668069,-117.6827837
MLS Listing,,Condo/Co-op,637 Liberation,Fullerton,CA,92832,945000,3,2.5,Other (OTHR),1704,2400,2014,2,555,309,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Fullerton/637-Liberation-Way-92832/home/112719961,CRMLS,PW26039138,N,Y,33.8645381,-117.940787
MLS Listing,,Condo/Co-op,319 N Standard,Santa Ana,CA,92701,898000,4,3.5,Other (OTHR),2221,59014,2022,2,404,305,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Santa-Ana/319-N-Standard-Ave-92701/home/188071151,CRMLS,CV26031452,N,Y,33.7472739,-117.8566374
MLS Listing,,Single Family Residential,15 Calle Gaulteria,San Clemente,CA,92673,2880000,5,3.5,Mirador (MIRD),3870,9428,2004,2,744,235,Active,,,https://www.redfin.com/CA/San-Clemente/15-Calle-Gaulteria-92673/home/5932475,CRMLS,OC26042010,N,Y,33.4789418,-117.6059097
MLS Listing,,Single Family Residential,27011 Moro Azul,Mission Viejo,CA,92691,1899000,5,3.0,Madrid (South) (MAS),3055,7366,1976,2,622,145,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/27011-Moro-Azul-92691/home/5018004,CRMLS,LG26040208,N,Y,33.5787105,-117.6594304
MLS Listing,,Single Family Residential,15 Ventada,Rancho Mission Viejo,CA,92694,2150000,4,3.0,Ventana (ESVENT),2537,4370,2015,2,847,299,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Rancho-Mission-Viejo/15-Ventada-St-92694/home/112725771,CRMLS,OC26042108,N,Y,33.531667,-117.60505
MLS Listing,,Single Family Residential,2761 E Stearns E,Brea,CA,92821,2197000,5,4.5,Walden Estates (WALD),3877,7202,2005,2,567,194,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Brea/2761-E-Stearns-St-92821/home/7201760,CRMLS,PW26027083,N,Y,33.9238769,-117.8610804
MLS Listing,,Single Family Residential,6051 Judwick Cir,Huntington Beach,CA,92648,1995000,4,2.5,Bolsa Landmark (BLAN),2612,6711,1978,2,764,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/6051-Judwick-Cir-92648/home/3835572,CRMLS,OC26041014,N,Y,33.6991449,-118.0227857
MLS Listing,,Condo/Co-op,28 Poppy,Irvine,CA,92618,998000,2,2.0,Montilla (MONT),1371,13217,2001,2,728,475,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Irvine/28-Poppy-92618/home/200611539,CRMLS,SB26014489,N,Y,33.6646769,-117.7863988
MLS Listing,,Single Family Residential,3268 Michigan,Costa Mesa,CA,92626,1195000,3,2.0,C1 - Mesa Verde,1614,6100,1959,2,740,,Active,,,https://www.redfin.com/CA/Costa-Mesa/3268-Michigan-Ave-92626/home/3692284,CRMLS,LG26041897,N,Y,33.6903586,-117.9267859
MLS Listing,,Single Family Residential,1762 Terry Lynn Dr,Santa Ana,CA,92705,2800000,5,3.0,NTS - North Tustin,3589,39700,1962,2,780,,Active,,,https://www.redfin.com/CA/Santa-Ana/1762-Terry-Lynn-Dr-92705/home/4768133,CRMLS,PW26041508,N,Y,33.7621883,-117.7807733
MLS Listing,,Single Family Residential,7891 Comstock Cir,La Palma,CA,90623,1088899,3,2.0,Other (OTHR),1455,4900,1970,2,748,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/La-Palma/7891-Comstock-Cir-90623/home/4036031,CRMLS,PW26040544,N,Y,33.8478293,-118.0343736
MLS Listing,,Condo/Co-op,18 Corniche Dr Unit B,Dana Point,CA,92629,625000,1,1.0,Monarch Hills Condos (MHC),735,952561,1989,2,850,653,Active,February-28-2026 12:00 AM,February-28-2026 11:59 PM,https://www.redfin.com/CA/Dana-Point/18-Corniche-Dr-92629/unit-B/home/5706373,CRMLS,IG26042348,N,Y,33.4883377,-117.71257
MLS Listing,,Single Family Residential,2170 S Euclid St,Anaheim,CA,92802,749900,2,2.0,Other (OTHR),1092,1972,1972,2,687,414,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Anaheim/2170-S-Euclid-St-92802/home/3410429,CRMLS,IG26042423,N,Y,33.793403,-117.940898
MLS Listing,,Single Family Residential,1956 Rosemary Pl,Costa Mesa,CA,92627,2849000,3,2.5,Eastside South (ESCM),1642,7200,2021,2,1735,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Costa-Mesa/1956-Rosemary-Pl-92627/home/4595536,CRMLS,NP26040684,N,Y,33.6429509,-117.9122353
MLS Listing,,Single Family Residential,2221 E Nyon,Anaheim,CA,92806,1215000,4,2.5,78 - Anaheim East of Harbor,1973,5312,1971,2,616,,Pre On-Market,,,https://www.redfin.com/CA/Anaheim/2221-E-Nyon-Ave-92806/home/4004713,CRMLS,OC26042005,N,Y,33.8282242,-117.8857662
MLS Listing,,Single Family Residential,18162 Stratford Cir,Villa Park,CA,92861,3499000,5,5.0,Other (OTHR),4910,22800,2005,2,713,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Villa-Park/18162-Stratford-Cir-92861/home/4367416,CRMLS,OC26042280,N,Y,33.8125198,-117.8158706
MLS Listing,,Single Family Residential,23956 Copenhagen,Mission Viejo,CA,92691,1200000,4,3.0,Timberline (TL),1968,4701,1976,2,610,280,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/23956-Copenhagen-St-92691/home/4842602,CRMLS,OC26009543,N,Y,33.6140253,-117.6866467
MLS Listing,,Single Family Residential,608 13th,Huntington Beach,CA,92648,2995000,3,3.5,Downtown Area (DOWN),2857,2938,2020,2,1048,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/608-13th-St-92648/home/176950962,CRMLS,PW26035318,N,Y,33.6667863,-118.0043093
